"CFCIF#","CP6MIC","CP6MCD","CF6MI7","CF6MI6","CF6MR7","CF6MR6","CFVUSR","CFVDT6","CFVDT7","CFVTME"
P017310,"12",S1,2002023,230102,2003023,230103,BTN8130044,230102,2002023,133638
J015653,"20",G1,2002023,230102,2003023,230103,BTN8130044,230102,2002023,141126
T030668,"20",G2,2002023,230102,2003023,230103,BTN8130044,230102,2002023,145850
T032326,"12",SU,2002023,230102,2003023,230103,BTN8130044,230102,2002023,152729
S093504,"12",D1,2002023,230102,2003023,230103,BTN0002078,230102,2002023,155234
T030297,"12",S1,2002023,230102,2003023,230103,BTN8130044,230102,2002023,163127
T030385,"20",G3,2002023,230102,2003023,230103,BTN8130044,230102,2002023,171140
F012429,"20",G4,2002023,230102,2003023,230103,BTN8130044,230102,2002023,173745
A069855,"12",SU,2002023,230102,2012023,230112,BTN8020169,140410,2010104,151250
A069844,"12",SU,2002023,230102,2003023,230103,BTN0005137,230102,2002023,182819
A069888,"20",G2,2002023,230102,2003023,230103,BTN0002190,230102,2002023,184131
A071430,"20",G2,2002023,230102,2003023,230103,BTN0005137,230102,2002023,194114
T029856,"12",S1,2002024,240102,2003024,240103,BTN8130044,240102,2002024,90037
T030592,"20",G3,2002024,240102,2003024,240103,BTN8130044,240102,2002024,94218
T030366,"12",SU,2002024,240102,2003024,240103,BTN8130044,240102,2002024,101931
T030680,"12",SD,2002024,240102,2003024,240103,BTN8130044,240102,2002024,104250
T030610,"12",SU,2002024,240102,2003024,240103,BTN8130044,240102,2002024,115600
T030012,"20",G4,2002024,240102,2003024,240103,BTN8130044,240102,2002024,133140
T030375,"12",SU,2002024,240102,2003024,240103,BTN8130044,240102,2002024,134556
I024005,"20",G3,2002024,240102,2003024,240103,BTN8130044,230502,2002143,170512
A070555,"20",G3,2002024,240102,2003024,240103,BTN8130044,240102,2002024,142950
A070130,"12",S1,2002024,240102,2003024,240103,BTN8130044,240102,2002024,151047
A069871,"12",SU,2002024,240102,2003024,240103,BTN7500894,240102,2002024,153344
A069890,"12",S1,2002024,240102,2003024,240103,BTN0005137,240102,2002024,155448
A069693,"12",D1,2002024,240102,2003024,240103,BTN7500894,240102,2002024,160157
A071531,"12",SU,2002024,240102,2003024,240103,BTN0005137,240102,2002024,161933
A070948,"20",G3,2002024,240102,2003024,240103,BTN0003350,240102,2002024,163044
A070045,"12",SM,2002024,240102,2003024,240103,BTN0002190,240102,2002024,164009
A069978,"20",G2,2002024,240102,2003024,240103,BTN0002190,240102,2002024,165144
A071510,"12",SU,2002024,240102,2003024,240103,BTN0005137,240102,2002024,171411
Y020586,"20",G3,2002025,250102,2003025,250103,BTN8130044,250102,2002025,80506
E034056,"12",D1,2002025,250102,2003025,250103,BTN8130044,250102,2002025,95429
A070426,"12",D1,2002025,250102,2003025,250103,BTN0003350,250102,2002025,110122
S130613,"20",G4,2002025,250102,2003025,250103,BTN8130044,250102,2002025,111849
A070672,"12",S1,2002025,250102,2009025,250109,BTN0004778,230707,2007204,165703
A070498,"12",S1,2002025,250102,2003025,250103,BTN0003350,250102,2002025,140022
A070346,"20",G3,2002025,250102,2003025,250103,BTN0003350,250102,2002025,150300
A069883,"12",SU,2002025,250102,2003025,250103,BTN0005137,250102,2002025,153708
A070080,"12",D1,2002025,250102,2003025,250103,BTN0005137,250102,2002025,160704
A069711,"12",SM,2002025,250102,2003025,250103,BTN0005137,250102,2002025,161834
A070106,"12",SD,2002025,250102,2003025,250103,BTN0002190,250102,2002025,162912
A075109,"12",S1,2002025,250102,2003025,250103,BTN0002190,250102,2002025,164316
A069990,"12",D1,2002025,250102,2003025,250103,BTN0002190,250102,2002025,165144
A069378,"20",G4,2002025,250102,2003025,250103,BTN0003350,250102,2002025,170642
K017284,"20",G3,2002025,250102,2003025,250103,BTN8130044,250102,2002025,171856
A071397,"12",SU,2002025,250102,2003025,250103,BTN0005137,250102,2002025,172222
S129356,"12",D1,2002025,250102,2003025,250103,BTN8130044,250102,2002025,174507
A070069,"12",SM,2002025,250102,2003025,250103,BTN0005137,250102,2002025,175935
B019919,"12",SU,2002025,250102,2003025,250103,BTN0005137,250102,2002025,183119
B019952,"20",G3,2002025,250102,2003025,250103,BTN0005137,250102,2002025,184248
S130154,"20",G3,2002028,280102,2003028,280103,BTN8130044,280102,2002028,124111
C007291,"12",D1,2002028,280102,2003028,280103,BTN8130044,280102,2002028,144936
B021566,"12",S1,2002028,280102,2003028,280103,BTN0002190,280102,2002028,151158
B019932,"20",G3,2002028,280102,2003028,280103,BTN7500894,280102,2002028,152212
M038366,"16",P1,2001304,311001,2002304,311002,BTN0004856,311001,2001304,141606
F006911,"22",L3,2001304,311001,2002304,311002,BTN0005428,311001,2001304,160759
H019465,"20",G1,2001310,61101,2002310,61102,BTN0523917,61101,2001310,121916
F012798,"18",B ,2001330,261101,2002330,261102,BTN0004777,261101,2001330,94029
D037083,"40",P1,2001330,261101,2002330,261102,BTN0004777,261101,2001330,100743
D037060,"11",DV,2001330,261101,2002330,261102,BTN0004777,261101,2001330,112134
O003665,"18",C ,2001333,291101,2002333,291102,BTN0001529,291101,2001333,133626
O003665,"42",D1,2001333,291101,2002333,291102,BTN0001529,291101,2001333,133953
A069478,"18",A ,2001334,301101,2002334,301102,BTN0004756,301101,2001334,143128
R017591,"20",G2,2002009,90102,2003009,90103,BTN0004637,90102,2002009,103942
A048880,"12",D1,2001323,191101,2003010,100103,BTN0002078,100102,2002010,91530
Y014237,"12",D1,2001323,191101,2003011,110103,BTN0002078,110102,2002011,161900
A070645,"12",SU,2002015,150102,2003015,150103,BTN0005137,150102,2002015,161451
A071074,"20",G5,2002016,160102,2003016,160103,BTN0005137,160102,2002016,141421
A070691,"12",SU,2002016,160102,2003016,160103,BTN0005137,160102,2002016,153532
D036848,"20",G4,2002022,220102,2003022,220103,BTN8130044,220102,2002022,93338
A071045,"12",D1,2002022,220102,2003022,220103,BTN8130044,220102,2002022,113602
R041537,"20",G2,2002022,220102,2003022,220103,BTN8130044,220102,2002022,140435
A070810,"20",G3,2002022,220102,2003022,220103,BTN8130044,220102,2002022,152603
S129802,"12",SD,2002022,220102,2003022,220103,BTN8130044,220102,2002022,161655
P017282,"20",G2,2002023,230102,2003023,230103,BTN8130044,230102,2002023,93250
P017268,"20",G3,2002023,230102,2003023,230103,BTN8130044,230102,2002023,94648
P017303,"12",SD,2002023,230102,2003023,230103,BTN8130044,230102,2002023,101309
P017199,"12",SU,2002023,230102,2003023,230103,BTN8130044,230102,2002023,103315
P016980,"12",SM,2002023,230102,2003023,230103,BTN8130044,230102,2002023,104856
I018641,"12",D1,2002023,230102,2003023,230103,BTN0002078,230102,2002023,112931
P018206,"12",SU,2002023,230102,2003023,230103,BTN8130044,230102,2002023,115237
C007376,"20",G4,2002023,230102,2003023,230103,BTN8130044,230102,2002023,133126
J015653,"12",SM,2002023,230102,2003023,230103,BTN8130044,230102,2002023,141107
T030668,"12",D1,2002023,230102,2003023,230103,BTN8130044,230102,2002023,145840
T030432,"12",SU,2002023,230102,2003023,230103,BTN8130044,230102,2002023,152402
T030692,"20",G4,2002023,230102,2003023,230103,BTN8130044,230102,2002023,154906
T030694,"20",G4,2002023,230102,2003023,230103,BTN8130044,230102,2002023,162712
T030385,"12",S1,2002023,230102,2003023,230103,BTN8130044,230102,2002023,171059
F012429,"12",D1,2002023,230102,2003023,230103,BTN8130044,230102,2002023,173722
A069898,"20",G2,2002023,230102,2003023,230103,BTN0005137,230102,2002023,181321
A069979,"12",S1,2002023,230102,2003023,230103,BTN0002190,230102,2002023,182437
A069888,"12",S1,2002023,230102,2003023,230103,BTN0002190,230102,2002023,184118
A071430,"12",D1,2002023,230102,2003023,230103,BTN0005137,230102,2002023,194050
T030282,"12",SU,2002024,240102,2003024,240103,BTN8130044,240102,2002024,84946
T030592,"12",S1,2002024,240102,2003024,240103,BTN8130044,240102,2002024,94201
T029815,"20",G4,2002024,240102,2003024,240103,BTN8130044,240102,2002024,101733
T031655,"12",SU,2002024,240102,2003024,240103,BTN8130044,240102,2002024,103315
T030507,"20",G4,2002024,240102,2003024,240103,BTN8130044,240102,2002024,110716
T030012,"12",D1,2002024,240102,2003024,240103,BTN8130044,240102,2002024,133126
U007326,"12",SU,2002024,240102,2003024,240103,BTN0003917,240102,2002024,134223
T029942,"20",G4,2002024,240102,2003024,240103,BTN8130044,240102,2002024,140411
A070555,"12",D1,2002024,240102,2003024,240103,BTN8130044,240102,2002024,142940
A069205,"20",G4,2002024,240102,2003024,240103,BTN8130044,240102,2002024,145633
A069882,"12",SD,2002024,240102,2003024,240103,BTN0005137,240102,2002024,153041
A070383,"12",SU,2002024,240102,2003024,240103,BTN8130044,240102,2002024,155143
A070261,"12",S1,2002024,240102,2003024,240103,BTN8130044,240102,2002024,160036
A071395,"12",S1,2002024,240102,2003024,240103,BTN7500894,240102,2002024,161729
A070948,"12",S1,2002024,240102,2003024,240103,BTN0003350,240102,2002024,163031
A069849,"20",G2,2002024,240102,2003024,240103,BTN7500894,240102,2002024,164007
A069978,"12",S1,2002024,240102,2003024,240103,BTN0002190,240102,2002024,165114
A070040,"20",G3,2002024,240102,2003024,240103,BTN7500894,240102,2002024,171045
Y020586,"12",SU,2002025,250102,2003025,250103,BTN8130044,250102,2002025,80452
H011722,"20",G3,2002025,250102,2003025,250103,BTN8130044,250102,2002025,93634
A070445,"20",G2,2002025,250102,2003025,250103,BTN0003350,250102,2002025,104804
S130613,"12",SU,2002025,250102,2003025,250103,BTN8130044,250102,2002025,111835
P016833,"12",S2,2002025,250102,2003025,250103,BTN0002078,250102,2002025,125808
A074842,"12",SD,2002025,250102,2003025,250103,BTN0003350,250102,2002025,135442
A070346,"12",SU,2002025,250102,2003025,250103,BTN0003350,250102,2002025,150247
A069748,"12",SU,2002025,250102,2003025,250103,BTN0005137,250102,2002025,153333
A069874,"12",SU,2002025,250102,2003025,250103,BTN0005137,250102,2002025,160431
A070102,"20",G2,2002025,250102,2003025,250103,BTN0005137,250102,2002025,161407
A070078,"12",SM,2002025,250102,2003025,250103,BTN0002190,250102,2002025,162655
A069744,"12",SM,2002025,250102,2003025,250103,BTN0002190,250102,2002025,163748
A069825,"12",SU,2002025,250102,2003025,250103,BTN0005137,250102,2002025,165137
A069378,"12",S3,2002025,250102,2003025,250103,BTN0003350,250102,2002025,170616
A071014,"12",S1,2002025,250102,2003025,250103,BTN0003350,250102,2002025,171851
A070108,"12",S1,2002025,250102,2003025,250103,BTN0002190,250102,2002025,172221
S128271,"12",S1,2002025,250102,2003025,250103,BTN8130044,250102,2002025,173844
S130103,"20",G1,2002025,250102,2003025,250103,BTN8130044,250102,2002025,175402
A069726,"12",S2,2002025,250102,2003025,250103,BTN0002190,250102,2002025,181957
B019952,"12",SU,2002025,250102,2003025,250103,BTN0005137,250102,2002025,184238
S130154,"12",S1,2002028,280102,2003028,280103,BTN8130044,280102,2002028,124101
M063313,"12",SD,2002028,280102,2003028,280103,BTN8130044,280102,2002028,144751
B020042,"12",SU,2002028,280102,2003028,280103,BTN0002190,280102,2002028,150731
B019932,"12",S1,2002028,280102,2003028,280103,BTN7500894,280102,2002028,152156
P018321,"12",SU,2002028,280102,2003028,280103,BTN8130044,280102,2002028,153951
N032582,"20",G4,2002028,280102,2003028,280103,BTN8130044,280102,2002028,154258
B019929,"12",SU,2002028,280102,2003028,280103,BTN0002190,280102,2002028,155635
M068282,"12",SU,2002028,280102,2003028,280103,BTN8130044,280102,2002028,160235
B020393,"20",G2,2002028,280102,2003028,280103,BTN0002190,280102,2002028,160626
B019933,"12",SU,2002028,280102,2003028,280103,BTN0002190,280102,2002028,161513
D036072,"20",G4,2002028,280102,2003028,280103,BTN8130044,280102,2002028,162515
B020049,"12",SU,2002029,290102,2003029,290103,BTN8130044,290102,2002029,93936
T030292,"12",SM,2002029,290102,2003029,290103,BTN8130044,290102,2002029,115525
H033035,"20",G3,2002029,290102,2003029,290103,BTN8130044,290102,2002029,141246
S135439,"12",SU,2002029,290102,2003029,290103,BTN8130044,290102,2002029,151215
S130427,"12",S1,2002029,290102,2006029,290106,BTN0003350,190805,2005231,122024
H033130,"12",SU,2002079,200302,2003079,200303,BTN8130044,200302,2002079,153114
H032950,"12",S1,2002080,210302,2003080,210303,BTN8130044,210302,2002080,90631
V003714,"20",G2,2002080,210302,2003080,210303,BTN8130044,210302,2002080,103555
T030712,"12",SU,2002080,210302,2003080,210303,BTN8130044,210302,2002080,134121
H033261,"12",D1,2002080,210302,2003080,210303,BTN8130044,210302,2002080,150308
H035191,"12",D1,2002080,210302,2003080,210303,BTN8130044,210302,2002080,152152
E032150,"20",G3,2002081,220302,2003081,220303,BTN8130044,220302,2002081,93844
T030697,"20",G4,2002081,220302,2003081,220303,BTN0004327,220302,2002081,102123
S238535,"20",G5,2002081,220302,2003081,220303,BTN0002886,220302,2002081,112221
S238541,"12",S1,2002081,220302,2003081,220303,BTN8130044,220302,2002081,123148
A166814,"20",G3,2002081,220302,2003081,220303,BTN0004327,220302,2002081,134611
I062881,"12",S1,2002081,220302,2003081,220303,BTN8130044,220302,2002081,142546
W018247,"20",G3,2002029,290102,2003029,290103,BTN8130044,290102,2002029,153141
C007463,"20",G2,2002029,290102,2003029,290103,BTN0005137,290102,2002029,154013
D036367,"12",S1,2002029,290102,2003029,290103,BTN0005137,290102,2002029,161214
D036456,"12",S1,2002029,290102,2003029,290103,BTN0002190,290102,2002029,162324
D036498,"12",D1,2002029,290102,2003029,290103,BTN0002190,290102,2002029,163359
D036381,"12",S1,2002029,290102,2003029,290103,BTN7500894,290102,2002029,163931
D036437,"12",S1,2002029,290102,2003029,290103,BTN0002190,290102,2002029,165040
D036481,"12",SM,2002029,290102,2003029,290103,BTN0005137,290102,2002029,170412
E032198,"20",G3,2002029,290102,2003029,290103,BTN0003350,290102,2002029,193811
R041829,"12",S1,2002030,300102,2003030,300103,BTN0003350,300102,2002030,125324
D037388,"12",SU,2002030,300102,2003030,300103,BTN0005137,300102,2002030,162115
D036506,"12",SM,2002030,300102,2003030,300103,BTN0005137,300102,2002030,170028
E031945,"20",G3,2002030,300102,2003030,300103,BTN0003350,300102,2002030,173746
A069480,"20",G3,2002030,300102,2003030,300103,BTN0004327,300102,2002030,175211
S138165,"20",G3,2002030,300102,2003030,300103,BTN0003350,300102,2002030,185542
E031931,"20",G3,2002030,300102,2003030,300103,BTN0004327,300102,2002030,192515
L016608,"12",S1,2002030,300102,2003030,300103,BTN0004327,300102,2002030,195319
T030006,"12",SU,2002031,310102,2003031,310103,BTN8130044,310102,2002031,80504
T030662,"12",SU,2002031,310102,2003031,310103,BTN8130044,310102,2002031,82030
S130138,"20",G4,2002031,310102,2003031,310103,BTN0003350,310102,2002031,90226
J015781,"12",S1,2002031,310102,2003031,310103,BTN8130044,310102,2002031,94040
B021635,"12",SD,2002031,310102,2003031,310103,BTN8130044,310102,2002031,100110
S130206,"12",SU,2002031,310102,2003031,310103,BTN0003350,310102,2002031,101441
S127466,"20",G3,2002031,310102,2003031,310103,BTN0003350,310102,2002031,102845
T030716,"12",SU,2002031,310102,2003031,310103,BTN8130044,310102,2002031,112013
D036663,"12",D1,2002031,310102,2003031,310103,BTN8130044,310102,2002031,132038
A070570,"20",G4,2002031,310102,2003031,310103,BTN8130044,310102,2002031,133803
S137960,"12",S1,2002031,310102,2003031,310103,BTN0003350,310102,2002031,135232
I024188,"12",S1,2002031,310102,2003031,310103,BTN8130044,310102,2002031,141418
S130469,"12",SU,2002031,310102,2003031,310103,BTN0003350,310102,2002031,142719
S127341,"20",G3,2002031,310102,2003031,310103,BTN0003350,310102,2002031,143554
S130108,"20",G3,2002031,310102,2003031,310103,BTN0003350,310102,2002031,144949
D036393,"12",SU,2002031,310102,2003031,310103,BTN7500894,310102,2002031,164503
D037371,"12",SU,2002031,310102,2003031,310103,BTN0002190,310102,2002031,165301
D036490,"20",G3,2002031,310102,2003031,310103,BTN7500894,310102,2002031,170323
D036458,"12",S1,2002031,310102,2003031,310103,BTN7500894,310102,2002031,171727
S127881,"20",G2,2002031,310102,2003031,310103,BTN0003350,310102,2002031,192452
T030311,"12",SU,2002032,10202,2003032,10203,BTN8130044,10202,2002032,80204
A070863,"20",G3,2002032,10202,2003032,10203,BTN0004327,10202,2002032,91455
R041583,"20",G4,2002032,10202,2003032,10203,BTN0003350,10202,2002032,94329
R041560,"12",S1,2002032,10202,2003032,10203,BTN0003350,10202,2002032,102726
A071088,"12",SU,2002032,10202,2003032,10203,BTN0004327,10202,2002032,105249
A070558,"12",SU,2002032,10202,2003032,10203,BTN0004327,10202,2002032,110841
A075097,"20",G4,2002032,10202,2003032,10203,BTN0004327,10202,2002032,112040
R041798,"12",S1,2002032,10202,2003032,10203,BTN0003350,10202,2002032,120428
A071064,"12",SU,2002032,10202,2003032,10203,BTN0004327,10202,2002032,131828
A069075,"12",SU,2002032,10202,2003032,10203,BTN0004327,10202,2002032,134204
R041304,"12",D1,2002032,10202,2003032,10203,BTN0003350,10202,2002032,141216
A070461,"20",G3,2002032,10202,2003032,10203,BTN0004327,10202,2002032,142307
I025803,"12",D1,2002027,270102,2003032,10203,BTN0002078,10202,2002032,152531
A070137,"12",SU,2002032,10202,2003032,10203,BTN0004327,10202,2002032,164349
A069072,"12",SU,2002035,40202,2003035,40203,BTN0003350,40202,2002035,101839
D027960,"12",D1,2002015,150102,2003035,40203,BTN0004627,220103,2003022,101610
R041858,"20",G4,2002035,40202,2003035,40203,BTN0003350,40202,2002035,194416
M063899,"12",SD,2002036,50202,2003036,50203,BTN0003350,50202,2002036,84543
M068363,"12",SU,2002036,50202,2003036,50203,BTN0003917,50202,2002036,85723
E031821,"20",G3,2002036,50202,2003036,50203,BTN0003350,50202,2002036,92258
M038366,"22",L4,2001304,311001,2002304,311002,BTN0004856,311001,2001304,141704
S073058,"12",S1,2001299,261001,2002299,261002,BTN0523917,21101,2001306,103106
R026762,"12",D1,2001319,151101,2002319,151102,BTN0523917,151101,2001319,95123
D037083,"11",DV,2001330,261101,2002330,261102,BTN0004777,261101,2001330,100539
S130828,"20",G2,2001330,261101,2002330,261102,BTN0004777,261101,2001330,104154
O003665,"11",DK,2001333,291101,2002333,291102,BTN0001529,291101,2001333,133440
O003665,"21",I1,2001333,291101,2002333,291102,BTN0001529,291101,2001333,133745
A069478,"12",S1,2001334,301101,2002334,301102,BTN0004756,301101,2001334,142847
M067837,"20",G1,2001338,41201,2002338,41202,BTN0523917,41201,2001338,105647
S085585,"12",D1,2001358,241201,2003009,90103,BTN0002078,90102,2002009,152839
N032384,"20",G3,2002011,110102,2003011,110103,BTN0003917,110102,2002011,90659
M068201,"20",G1,2002014,140102,2003014,140103,BTN0003917,140102,2002014,153442
A070195,"12",SU,2002016,160102,2003016,160103,BTN0004327,160102,2002016,94549
A071032,"20",G4,2002016,160102,2003016,160103,BTN0005137,160102,2002016,151435
S129964,"12",S1,2002022,220102,2003022,220103,BTN8130044,220102,2002022,84653
S129622,"12",S1,2002022,220102,2003022,220103,BTN8130044,220102,2002022,101240
T030658,"20",G4,2002022,220102,2003022,220103,BTN8130044,220102,2002022,130106
Y020474,"12",SU,2002022,220102,2003022,220103,BTN8130044,220102,2002022,145421
M064607,"20",G2,2002022,220102,2003022,220103,BTN8130044,220102,2002022,160229
S130087,"20",G2,2002022,220102,2003022,220103,BTN8130044,220102,2002022,164943
P017313,"20",G3,2002023,230102,2003023,230103,BTN8130044,230102,2002023,94053
D036659,"20",G3,2002023,230102,2003023,230103,BTN8130044,230102,2002023,95159
P017243,"12",S1,2002023,230102,2003023,230103,BTN8130044,230102,2002023,102455
P017221,"12",S1,2002023,230102,2003023,230103,BTN8130044,230102,2002023,104107
P018168,"20",G3,2002023,230102,2003023,230103,BTN8130044,230102,2002023,110230
P016918,"12",SU,2002023,230102,2003023,230103,BTN8130044,230102,2002023,114242
P017223,"12",S1,2002023,230102,2003023,230103,BTN8130044,230102,2002023,131947
P017229,"20",G3,2002023,230102,2003023,230103,BTN8130044,230102,2002023,134119
P016960,"20",G3,2002023,230102,2003023,230103,BTN8130044,230102,2002023,141901
T030688,"12",SU,2002023,230102,2003023,230103,BTN8130044,230102,2002023,151053
T030386,"12",D1,2002023,230102,2003023,230103,BTN8130044,230102,2002023,153431
T030495,"20",G3,2002023,230102,2003023,230103,BTN8130044,230102,2002023,160953
T030300,"20",G4,2002023,230102,2003023,230103,BTN8130044,230102,2002023,163644
A069835,"12",S2,2002023,230102,2003023,230103,BTN0005137,230102,2002023,172251
B019680,"20",G4,2002023,230102,2003023,230103,BTN8130044,230102,2002023,174738
A070025,"12",S1,2002023,230102,2003023,230103,BTN0002190,230102,2002023,181912
A070011,"20",G3,2002023,230102,2003023,230103,BTN0002190,230102,2002023,182949
A069960,"20",G3,2002023,230102,2003023,230103,BTN0005137,230102,2002023,185154
T030581,"20",G3,2002024,240102,2003024,240103,BTN8130044,240102,2002024,82605
T029818,"20",G2,2002024,240102,2003024,240103,BTN8130044,240102,2002024,90637
T030293,"12",D1,2002024,240102,2003024,240103,BTN8130044,240102,2002024,95555
T030219,"12",SU,2002024,240102,2003024,240103,BTN8130044,240102,2002024,102147
T030371,"12",SU,2002024,240102,2003024,240103,BTN8130044,240102,2002024,105245
T030657,"20",G1,2002024,240102,2003024,240103,BTN8130044,240102,2002024,131903
T030719,"20",G4,2002024,240102,2003024,240103,BTN8130044,240102,2002024,133647
T030355,"12",D1,2002024,240102,2003024,240103,BTN8130044,240102,2002024,134926
T030410,"20",G3,2002024,240102,2003024,240103,BTN8130044,240102,2002024,141204
A074687,"12",D1,2002024,240102,2003024,240103,BTN8130044,240102,2002024,144130
A071095,"12",SU,2002024,240102,2003024,240103,BTN8130044,240102,2002024,151930
A069943,"12",D1,2002024,240102,2003024,240103,BTN0005137,240102,2002024,154250
A070028,"12",SU,2002024,240102,2003024,240103,BTN0002190,240102,2002024,155710
A070307,"20",G4,2002024,240102,2003024,240103,BTN8130044,240102,2002024,160441
A071516,"12",SU,2002024,240102,2003024,240103,BTN0005137,240102,2002024,162226
A069840,"12",SM,2002024,240102,2003024,240103,BTN0002190,240102,2002024,163403
A069886,"20",G2,2002024,240102,2003024,240103,BTN0002190,240102,2002024,164635
A069885,"12",S1,2002024,240102,2003024,240103,BTN0002190,240102,2002024,170303
A071447,"12",S1,2002024,240102,2003024,240103,BTN0002190,240102,2002024,172412
L016759,"20",G1,2002025,250102,2003025,250103,BTN8130044,250102,2002025,81458
A071008,"12",S1,2002025,250102,2003025,250103,BTN0003350,250102,2002025,100002
A070530,"12",SU,2002025,250102,2003025,250103,BTN0003350,250102,2002025,110722
A071063,"20",G3,2002025,250102,2003025,250103,BTN0003350,250102,2002025,112357
A070119,"12",SU,2002025,250102,2003025,250103,BTN0003350,250102,2002025,133023
A069325,"12",D1,2002025,250102,2003025,250103,BTN0003350,250102,2002025,145137
A070973,"20",G4,2002025,250102,2003025,250103,BTN0002190,250102,2002025,152142
A071536,"12",S1,2002025,250102,2003025,250103,BTN0002190,250102,2002025,154913
A069299,"12",S2,2002025,250102,2003025,250103,BTN0002190,250102,2002025,161102
A070008,"12",S1,2002025,250102,2003025,250103,BTN0002190,250102,2002025,162150
A071522,"12",SU,2002025,250102,2003025,250103,BTN0005137,250102,2002025,163413
A069896,"12",SU,2002025,250102,2003025,250103,BTN0005137,250102,2002025,164411
A070988,"12",SU,2002025,250102,2003025,250103,BTN0003350,250102,2002025,165748
A069812,"20",G1,2002025,250102,2003025,250103,BTN0005137,250102,2002025,170940
A071014,"20",G3,2002025,250102,2003025,250103,BTN0003350,250102,2002025,171933
N030745,"12",D1,2002025,250102,2003025,250103,BTN8130044,250102,2002025,173314
Z005081,"12",S1,2002025,250102,2003025,250103,BTN8130044,250102,2002025,174730
A069775,"12",SU,2002025,250102,2003025,250103,BTN0002190,250102,2002025,180447
B020414,"12",S1,2002025,250102,2003025,250103,BTN0002190,250102,2002025,183513
B019988,"12",SD,2002025,250102,2003025,250103,BTN0002190,250102,2002025,184843
M064192,"20",G2,2002028,280102,2003028,280103,BTN8130044,280102,2002028,124809
A070523,"20",G2,2002028,280102,2003028,280103,BTN8130044,280102,2002028,145420
B019926,"12",D1,2002028,280102,2003028,280103,BTN7500894,280102,2002028,151453
B019994,"20",G3,2002028,280102,2003028,280103,BTN7500894,280102,2002028,153026
T030272,"12",D1,2002023,230102,2003023,230103,BTN8130044,230102,2002023,165304
A069835,"20",G3,2002023,230102,2003023,230103,BTN0005137,230102,2002023,172312
A071505,"12",S1,2002023,230102,2003023,230103,BTN0002190,230102,2002023,180707
A070025,"20",G3,2002023,230102,2003023,230103,BTN0002190,230102,2002023,181920
A069986,"12",S1,2002023,230102,2003023,230103,BTN0002190,230102,2002023,183423
A071535,"12",D1,2002023,230102,2003023,230103,BTN0005137,230102,2002023,185908
T030480,"12",SD,2002024,240102,2003024,240103,BTN8130044,240102,2002024,82935
T030384,"12",S1,2002024,240102,2003024,240103,BTN8130044,240102,2002024,91409
T030713,"12",S1,2002024,240102,2003024,240103,BTN8130044,240102,2002024,95901
T030219,"20",G3,2002024,240102,2003024,240103,BTN8130044,240102,2002024,102158
T030563,"12",SU,2002024,240102,2003024,240103,BTN8130044,240102,2002024,110104
T029927,"12",SU,2002024,240102,2003024,240103,BTN8130044,240102,2002024,132237
T029860,"12",SU,2002024,240102,2003024,240103,BTN8130044,240102,2002024,134003
T030607,"12",D1,2002024,240102,2003024,240103,BTN8130044,240102,2002024,135642
T030429,"12",SU,2002024,240102,2003024,240103,BTN8130044,240102,2002024,141446
A074687,"20",G4,2002024,240102,2003024,240103,BTN8130044,240102,2002024,144143
A071095,"20",G2,2002024,240102,2003024,240103,BTN8130044,240102,2002024,151953
A070800,"12",SD,2002024,240102,2003024,240103,BTN8130044,240102,2002024,154727
A071055,"20",G4,2002024,240102,2003024,240103,BTN8130044,240102,2002024,155712
A071409,"12",S1,2002024,240102,2003024,240103,BTN0005137,240102,2002024,160833
A071546,"12",S1,2002024,240102,2003024,240103,BTN7500894,240102,2002024,162414
A070091,"12",S1,2002024,240102,2003024,240103,BTN7500894,240102,2002024,163549
A071303,"20",G4,2002024,240102,2003024,240103,BTN7500894,240102,2002024,164934
A069885,"20",G3,2002024,240102,2003024,240103,BTN0002190,240102,2002024,170314
A069826,"12",SU,2002024,240102,2003024,240103,BTN0005137,240102,2002024,172537
M064499,"12",SU,2002025,250102,2003025,250103,BTN8130044,250102,2002025,91417
A071008,"20",G3,2002025,250102,2003025,250103,BTN0003350,250102,2002025,100100
A070530,"20",G2,2002025,250102,2003025,250103,BTN0003350,250102,2002025,110748
B019654,"12",SU,2002025,250102,2003025,250103,BTN8130044,250102,2002025,112958
A070119,"20",G3,2002025,250102,2003025,250103,BTN0003350,250102,2002025,133041
A069325,"20",G3,2002025,250102,2003025,250103,BTN0003350,250102,2002025,145201
A069895,"12",SM,2002025,250102,2003025,250103,BTN0005137,250102,2002025,152223
A071536,"20",G4,2002025,250102,2003025,250103,BTN0002190,250102,2002025,154925
A069299,"20",G3,2002025,250102,2003025,250103,BTN0002190,250102,2002025,161112
A070008,"20",G4,2002025,250102,2003025,250103,BTN0002190,250102,2002025,162202
A071522,"20",G1,2002025,250102,2003025,250103,BTN0005137,250102,2002025,163426
A070076,"12",SU,2002025,250102,2003025,250103,BTN0002190,250102,2002025,164557
A070988,"20",G3,2002025,250102,2003025,250103,BTN0003350,250102,2002025,165822
A071526,"12",S1,2002025,250102,2003025,250103,BTN0002190,250102,2002025,170951
A071528,"20",G4,2002025,250102,2003025,250103,BTN0005137,250102,2002025,171935
A069983,"12",S1,2002025,250102,2003025,250103,BTN0005137,250102,2002025,173524
Z005081,"20",G3,2002025,250102,2003025,250103,BTN8130044,250102,2002025,174752
